country,Q1 1990,Q2 1990,Q3 1990,Q4 1990,Q1 1991,Q2 1991,Q3 1991,Q4 1991,Q1 1992,Q2 1992,Q3 1992,Q4 1992,Q1 1993,Q2 1993,Q3 1993,Q4 1993,Q1 1994,Q2 1994,Q3 1994,Q4 1994,Q1 1995,Q2 1995,Q3 1995,Q4 1995,Q1 1996,Q2 1996,Q3 1996,Q4 1996,Q1 1997,Q2 1997,Q3 1997,Q4 1997,Q1 1998,Q2 1998,Q3 1998,Q4 1998,Q1 1999,Q2 1999,Q3 1999,Q4 1999,Q1 2000,Q2 2000,Q3 2000,Q4 2000,Q1 2001,Q2 2001,Q3 2001,Q4 2001,Q1 2002,Q2 2002,Q3 2002,Q4 2002,Q1 2003,Q2 2003,Q3 2003,Q4 2003,Q1 2004,Q2 2004,Q3 2004,Q4 2004,Q1 2005,Q2 2005,Q3 2005,Q4 2005,Q1 2006,Q2 2006,Q3 2006,Q4 2006,Q1 2007,Q2 2007,Q3 2007,Q4 2007,Q1 2008,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021
Panama,68.84076616,68.88613075,69.22636518,69.29441207,69.88415174,69.74805797,70.06561011,70.02024552,70.81412585,71.40386553,71.56264159,71.0409488,71.19972487,71.47191241,71.49459471,71.94824061,71.97092291,72.35652193,72.56066259,72.85553242,72.67407406,73.12771997,73.4452721,73.37722522,73.62673046,73.78550653,74.05769407,74.82889211,74.96498589,74.94230359,75.21449113,74.896939,75.10107966,75.21449113,75.60009015,75.98568917,76.09910065,76.3259236,76.57542885,76.8249341,77.25589771,77.57344984,77.7775905,77.64149673,77.70954361,77.7775905,77.7775905,77.93636657,78.29928329,78.39001247,78.68488231,78.60900625,78.71381826,78.68761526,78.76622427,78.45178824,78.63520925,78.79242727,79.2640813,79.42129932,80.38778986,80.99043626,81.51447661,82.24813311,82.37914319,83.47962793,83.50582995,83.76785012,84.65871872,86.20463776,87.27892048,88.87724355,91.65465741,93.96043495,95.84698022,95.95178829,95.61116206,96.47582864,97.18328311,97.23568715,98.38857592,99.22704048,100.8253636,101.55902,103.3931613,105.5679287,106.4587973,108.0833224,109.8912616,111.8302109,112.6424735,113.2713219,114.7910389,116.1535438,117.1230185,117.5946548,118.6427355,120.0838465,119.7170182,119.4494007,118.8225999,120.2195997,120.1031831,119.4046831,119.6462089,120.6076552,120.801683,121.0345163,121.6165996,121.577794,121.5389885,121.577794,122.1598773,122.6707524,122.8095987,122.3745884,121.7570757,122.4093194,122.200662,121.9077965,121.565221,119.7650315,119.7269244,119.6480716,120.8706793,121.8443882,122.6207709,123.2082869
Paraguay,11.56216046,12.75868034,13.99298505,15.3343468,16.10893598,16.43010711,16.82055043,17.30545586,18.18080461,18.65941255,19.66700824,20.24007828,21.40511079,22.26156712,22.8976119,24.19489134,25.97077873,26.97207694,27.80964085,28.71017949,29.92559179,30.85132032,31.44265304,31.89607109,33.17508786,34.03847141,34.42198752,34.64302882,35.78224169,36.68907781,36.60784041,36.67018539,38.21369603,40.47322935,41.53120481,42.37002822,42.55895241,42.69119934,43.91920658,44.39718478,45.89535361,47.16870266,47.5900036,48.50250744,49.67383743,50.49376841,50.83383196,51.90314287,53.21520856,54.2488003,57.43816907,59.32816537,63.58065707,64.40753045,63.04909561,65.11627907,66.17940199,66.59283869,67.50830565,66.94721299,68.63049096,70.84533038,71.73126615,74.2118863,76.29993495,77.38948417,77.45876186,81.6406155,82.30820057,82.58531135,84.82109153,88.50540535,90.98560354,92.72794389,94.08637874,94.76559616,95.09043928,94.6179402,95.65153193,96.86231082,98.22074566,99.13621262,99.78589886,102.8571429,107.2572905,108.409007,108.7633813,108.5861942,111.5983758,112.395718,112.2185308,112.7205611,114.1971207,113.9608712,115.4078996,117.4160207,120.073828,121.461794,120.8121078,121.8161683,123.7947582,124.6216316,125.3303802,125.5666298,129.9963086,129.8781838,129.3466224,130.4983389,133.0380214,134.1897379,134.6031746,136.6112957,138.7827243,139.3323588,139.9735991,141.7599114,142.4011517,143.821041,143.9126467,145.1493245,146.0653821,145.332536,145.9737763,148.0807087,149.7754153,150.5082614,154.3557032,158.8443854
Peru,0.200535211,0.498823479,4.245293936,7.628042752,11.44040165,14.18139883,17.92021977,20.51965546,23.31520431,26.4997747,29.1693866,32.1807675,36.18311827,40.2397966,43.19800409,45.54822076,48.3514502,50.58245297,52.1560763,53.28520213,54.56419685,56.27406463,57.5241074,58.75711962,60.8195199,62.62986795,64.29375322,65.58126322,66.85003961,68.28401238,69.7009546,70.17951321,72.02732849,73.82064599,74.69261043,74.4064971,75.04173682,76.15553515,76.77204126,77.21142959,77.94714959,78.77994375,79.6212532,80.30071327,80.81997391,80.81997391,80.78785469,80.48004555,80.00361053,80.88153574,81.00198279,81.64436708,82.26533857,82.81404182,82.58117751,83.18073619,84.72781169,85.63517951,86.22403178,86.37124484,86.58537294,87.1447826,87.29467226,87.47668115,88.63564948,89.16829312,88.87119038,88.80427535,88.99966724,89.88829885,91.00444156,91.91448597,93.30980424,94.85944105,96.55025239,98.0210941,98.52997907,98.62190668,98.40193705,98.42491895,99.19645422,99.75130299,100.5326877,100.5195551,101.5307588,102.8472935,104.0226536,105.0765379,105.8012326,106.9529635,107.6166133,108.0379783,108.5260594,109.5654263,110.8576122,111.3176023,112.3323896,113.6632006,114.3338732,114.9588979,115.7524686,117.2377801,118.4562271,119.3130026,120.6543477,121.3812023,122.1080569,123.3616177,124.8960884,125.5808065,126.0127056,125.6159203,126.325218,126.8870379,127.9299162,128.5408954,129.2572159,130.2333781,130.6336748,131.0374829,131.6168597,132.6772949,133.4849111,133.8184917,135.4126558,136.5924777,139.8440107,142.4564736
"Poland, Rep. of",5.42472906,6.666839666,7.3512683,8.491984157,10.7227138,11.96482324,12.69994719,13.99275928,15.81789937,17.28815608,18.58096523,20.45680505,22.40869297,23.90429808,25.12105912,27.3771395,29.68391668,31.63580167,33.63839225,36.45215197,39.41801086,41.6994367,42.35851548,44.66529265,47.52975502,49.91257738,50.90119994,53.08122928,55.84428928,57.36524278,58.20176617,60.05225759,63.42370544,64.71651166,64.64046355,65.52768373,67.25143318,68.72168403,69.33006601,71.48474989,74.01966554,75.51527651,76.68134077,77.97414112,78.96276368,80.43301746,80.3823236,80.86395775,81.77652046,82.08071292,81.32023764,81.57372745,82.0300132,82.33420566,81.9032683,82.71444624,83.32282529,84.99587208,85.52820302,86.26332991,86.44077747,86.94776001,86.8463635,87.30265219,87.28179551,88.01525598,88.30864016,88.39665542,89.04210063,90.15696054,90.03960687,91.41851254,92.7680798,94.00029338,94.20566231,94.70441543,95.96596743,97.84362623,97.99031832,98.13701042,99.04650139,99.98533079,99.98533079,100.982837,102.9778495,104.4741088,104.063371,105.4422767,107.1439049,108.4347954,107.8773654,108.3467801,108.5814875,109.0802406,109.1975942,109.2269327,109.4029632,109.4323016,108.9335485,108.552149,108.0827343,108.6108259,108.1120728,107.7013349,106.9972129,107.495966,107.1732434,107.9653807,109.1682558,109.5203169,109.3149479,110.5471615,111.0459146,111.632683,111.6033446,112.2194514,112.3661435,114.2731407,114.5958633,115.2119701,117.5003667,117.9111046,118.0577967,118.3805193,120.7862696,123.0453279,124.2775414,127.5927827
Portugal,45.96384451,47.39486608,48.54358934,49.95472574,52.09415625,53.31922434,54.19878772,54.97892528,56.86908106,58.7379313,59.4935675,60.003835,61.47675744,62.3843731,63.16664122,64.02560925,65.34051566,66.05957737,66.38448673,66.87699961,68.37939471,68.93262836,69.06081664,69.46491156,70.11366501,71.14875878,71.45804408,71.58268144,72.19734604,72.64689277,72.90291424,73.19977132,73.55450843,74.54201984,74.8942713,75.44146838,75.61688392,76.42223303,76.4282696,76.94847967,76.99535184,78.3354698,78.99878203,79.79987004,80.68582507,81.93681489,82.28373997,82.95024803,83.39872948,84.73068032,85.26971028,86.26148279,86.68723834,87.71665063,87.70386731,88.48649052,88.58627143,89.8894598,89.81631081,90.595028,90.47145591,91.54241399,92.08641524,92.95923186,93.35515967,94.94455235,94.86430152,95.30248529,95.61070532,97.35669367,96.9273872,97.85914913,98.41202768,100.1512693,99.88921123,99.33846323,98.40101982,99.04622235,98.37793883,98.64212743,98.69219543,100.0223708,100.292596,100.9928378,102.3745015,103.7849278,103.5065355,104.9460792,105.8739352,106.6952634,106.5177173,107.0237237,106.0877007,107.3596409,106.8820419,106.9505747,105.9485045,107.0020631,106.3096333,106.8312637,105.8476583,107.7704826,107.124925,107.4274635,106.4236179,108.2569589,107.8262321,108.2644159,107.9320496,109.8214952,109.058402,109.8548738,108.7583491,110.9023958,110.5817476,110.7635548,109.578257,111.4858123,110.3928385,111.0405267,110.0242528,111.1818534,110.3889325,110.8473565,110.4780606,112.0347848,112.0376256,113.4917281
Romania,,,,0.033914926,0.047683766,0.066918817,0.083092038,0.111587714,0.170269647,0.212581123,0.247172282,0.332480859,0.45457835,0.666051204,0.94064846,1.357216922,1.661192713,1.969920914,2.119565477,2.342928748,2.475489054,2.572575343,2.703557775,2.951565954,3.156445544,3.403260925,3.873411401,4.426043428,6.810081461,9.395307983,10.0751562,11.57517084,13.44523479,14.75469281,15.39129973,16.63592398,18.20829546,21.13745183,23.00360866,25.4641079,27.98408741,30.53847764,33.34031254,36.06601062,39.19904068,41.7800788,43.94617127,47.10965605,49.76302415,51.93292346,53.33003407,55.78544645,58.05432362,59.61132154,61.30917258,64.03487066,65.93067743,66.93568342,68.58023869,70.41894284,71.76275768,73.56339342,74.67118412,76.37664884,77.93364676,78.77876544,79.07569903,80.02360241,80.91440318,81.77094238,83.02339304,85.37982755,87.35177113,88.77172279,89.76150142,91.19668043,93.2599882,94.17363001,94.24215315,95.35755753,97.57694577,98.27359765,101.3000362,102.8494204,104.9317624,106.3631346,105.5408569,106.3212593,107.6270057,108.3579192,109.8349734,111.449074,113.6836896,114.1328968,113.4705065,113.4057902,114.8790376,115.2026191,114.7305708,114.7381845,115.4911848,115.2993169,112.7138881,113.315574,112.4959552,112.4350458,112.1343053,112.6977178,112.6596494,113.2230618,113.7560196,116.1467156,117.9054761,119.2683252,119.3140073,120.3799227,122.3023774,124.057331,123.8860232,124.8758018,126.2538782,127.1713269,127.1637132,127.5596246,130.1254354,131.8080591,134.1530731,137.7353104
Russian Federation,,,,,,,,,0.021989533,0.039684659,0.055871122,0.096837822,0.187564397,0.320289328,0.587966324,0.992798483,1.455566309,1.824878636,2.160122297,3.075203282,4.60966459,5.884943235,6.934368218,7.898140535,8.759032187,9.330680844,9.517784841,9.813826503,10.35464649,10.71233315,10.90363648,10.97459315,11.32484314,11.49111314,13.35013978,18.66878636,22.94517628,24.91545625,26.46265623,27.53058287,28.78197619,29.8564195,31.42096614,32.97885278,35.17010275,37.14437271,38.0106627,39.13800268,41.42356598,42.91949595,43.70660594,45.01180592,47.48400588,48.95119585,49.61234917,50.65981916,52.56276579,53.92658243,55.07137908,56.56535239,59.44761901,61.34930231,62.05145897,62.94765562,65.88726224,67.11772888,67.90754887,68.64866552,70.97512215,72.45383213,73.93736543,76.47506873,80.101792,83.21950195,84.98653525,86.99683522,91.09804182,93.56596511,94.70040842,94.99428842,97.66989504,99.10114501,100.5290283,102.6999316,106.9446982,108.5552982,108.6952982,109.5665648,111.0782981,112.7121648,115.2587981,116.7248981,118.991198,120.7891313,122.5872313,124.1882646,126.5936646,129.9384645,131.9999978,136.0889644,147.1105642,150.5020975,152.7196308,155.7855641,159.3888307,161.5492973,163.1359639,164.7292973,166.7510972,168.3241972,168.6394972,168.9861639,170.5111972,172.3255971,173.6772304,175.5492637,179.323197,180.9230303,181.1511636,181.6036636,183.6761636,186.5538636,187.5557302,189.6647302,193.8674301,197.77703,200.4153633,205.4284299
Spain,50.78329202,51.17992564,52.30780107,53.22644946,53.92427454,54.28748003,55.40589145,56.19316481,57.45666458,57.75708827,58.50108561,59.11873258,59.88765183,60.45835119,61.1886352,61.93726572,62.8802583,63.38314739,64.05990838,64.63660162,65.87827333,66.63115696,66.90587957,67.46093099,68.28395098,69.03528768,69.3550271,69.69968843,70.02135866,70.12143021,70.60577514,71.07292521,71.31364577,71.53446528,72.00683386,72.13608043,72.64804966,73.1488141,73.73149741,74.09315597,74.76895536,75.47296436,76.40532608,77.05581206,77.60275635,78.59558897,79.18850407,79.2186445,79.54527098,81.2875627,81.07813802,82.33924708,82.53080795,83.61175857,83.4361611,84.52509343,84.3407541,86.28904977,86.19669006,87.43157353,87.08988063,89.06782262,89.15904208,90.53873644,90.58814698,92.5816723,92.30915416,92.88687742,92.7827352,94.79184384,94.49272002,96.56416196,96.84846262,99.15289427,99.12742884,98.9332074,97.3011392,98.48357147,98.06814284,99.07497765,98.36422601,100.0491255,99.98413161,101.6025169,101.7921774,103.543591,103.0487254,104.3999137,103.7841824,105.5796854,105.8913519,107.6264221,106.5044227,107.3991336,107.1703248,107.7643915,106.5165853,107.6347839,106.8172295,107.2216357,105.4314538,107.3615056,106.3778557,106.8769022,104.7378058,106.3466891,106.182114,107.9179443,107.6112189,108.4709623,107.9380886,109.4812178,108.6374378,110.4253392,110.3466625,111.3531172,109.8715611,111.4386354,110.691396,111.844182,110.5332823,110.7050789,110.1345772,111.0403105,111.1889222,113.5389635,113.8760955,117.4937073
Sweden,66.32118071,68.08773249,69.41457488,70.68521381,73.81607694,75.09222602,75.26965261,76.2570702,76.31327366,76.70669785,76.89955285,77.64893227,80.09212959,80.51751261,80.41833004,81.08285326,81.40574763,82.14961691,82.50226605,83.00479107,83.50290798,84.40546937,84.40877545,84.82424022,84.70632316,85.07109462,84.54542699,84.61595682,84.54983511,85.23309282,85.44578433,85.94169718,85.01378913,85.34770379,84.91130048,84.98623842,84.95978973,85.50970198,85.4755391,85.88659575,85.64304744,86.24255098,86.20067389,86.81891191,86.94344114,88.59207586,88.64607526,89.021867,89.26541531,90.34650533,90.27817956,90.93719264,91.93012037,92.02930294,91.70971466,92.10644494,91.97860963,92.40289062,92.22215794,92.54615433,92.22215794,92.6761937,92.70594847,93.21839175,92.94288461,94.08679026,94.18046269,94.65653902,94.75131348,95.79052641,96.00872807,97.63091411,97.81825896,99.4250166,100.1214986,100.021214,98.59078098,98.84755363,98.70318789,99.27954883,99.26522246,99.7644414,99.81403268,101.1563035,101.8582957,103.0110175,103.1245265,103.8507633,103.6535002,104.1604333,103.7659071,103.9234972,103.5950927,103.8728039,103.8595795,103.9918229,103.2347293,103.8816201,103.686561,103.7703152,103.2457496,103.6711326,103.6237454,103.838641,103.917987,104.5152865,104.6949172,105.3296856,105.4542148,106.3733067,106.9507696,107.1888078,107.2428072,108.393325,109.2220505,109.4303339,109.2518053,110.591872,110.8795014,111.3137007,110.3350993,110.7152992,111.5153719,111.6696559,112.0366314,112.7077668,113.7249392,115.375778
Switzerland,74.39769331,75.07966134,75.96503889,77.38651088,78.75986131,79.77211968,80.57184938,81.46962634,82.51891895,83.26327771,83.48325258,84.24965475,85.40565453,86.17792838,86.39203157,86.52088056,86.89030451,86.73901848,86.87324711,86.92943812,88.07310409,88.390995,88.60460615,88.61648073,89.01112995,89.09028286,89.14342322,89.31097939,89.66321473,89.55962382,89.55988624,89.62798464,89.66659341,89.60754856,89.64241782,89.55844292,89.91408974,90.12835695,90.50860579,90.81485175,91.32030848,91.57702237,91.85158093,92.24898558,92.24875596,92.95457155,92.79351031,92.63074334,92.76697293,93.595405,93.07685999,93.57040934,93.73632538,94.10515888,93.49204371,94.05693892,93.78802242,94.91991222,94.34107586,95.35549921,95.05617462,95.92518361,95.45630189,96.40157715,96.22939581,97.19855143,96.62358579,96.8439215,96.31386275,97.7081413,97.23650415,98.47037753,98.69665052,100.3307496,100.1287834,100.0276855,98.68047879,99.57838696,99.15729876,99.84969805,99.78422387,100.5623038,99.48614578,100.1673265,100.3809049,100.9616438,99.86754272,99.71530541,99.50153025,99.93288569,99.34194513,99.37241884,99.1297445,99.50966531,99.30789594,99.33620466,99.10196062,99.61197692,99.31311157,99.2040098,98.3751185,98.50236015,97.94848665,97.86113307,97.40573326,98.1194871,97.7762397,97.6789469,97.91328936,98.48385943,98.24685996,98.42340407,98.61949858,99.45199818,99.36047866,99.31586699,99.23369624,100.0958823,99.61814383,99.23986315,99.10852116,98.87378507,98.75943488,98.55550052,98.68126605,99.36267644,99.58334017,99.96985432
Turkey,0.059773449,0.068548188,0.072515209,0.085761435,0.097194899,0.111880792,0.12236846,0.144247571,0.173340863,0.189970889,0.203584903,0.242141293,0.274949421,0.311104578,0.347648543,0.410059679,0.475855007,0.660511584,0.736315583,0.884919283,1.05894488,1.20801065,1.351067638,1.596968423,1.888397795,2.201320628,2.445603513,2.873156577,3.340922833,3.908759529,4.584524477,5.634455157,6.657578475,7.496739537,8.357391629,9.742662556,10.94651532,12.27215994,13.77945815,16.17883969,18.48069133,19.83823057,21.0353793,23.02500374,25.06547272,30.21182549,33.3606932,38.55581091,42.69336697,44.42484305,46.52401345,50.74315396,54.02092676,55.91367713,56.32660688,57.95590433,59.14050822,60.06165919,60.88004484,63.41367713,64.23953662,65.23355755,65.69506726,68.24364723,69.43011958,71.50037369,72.81016442,74.95142003,76.59379671,78.29783259,78.00822123,81.0706278,83.34267564,86.39200299,87.09641256,89.93086697,90.31576981,91.31352765,91.74140508,95.06726457,98.70702541,99.7309417,99.43198804,102.1300448,102.995142,105.6035127,105.7679372,111.5209268,113.8004484,115.5493274,115.3344544,119.0713752,122.0029895,123.6117339,124.9177877,127.9727205,131.7750374,135.2316891,136.4555306,139.1834828,141.6143498,145.6931988,146.4181614,150.5455904,153.7911061,155.7866218,158.185725,161.935725,169.4973842,173.6958146,174.882287,181.7993274,186.9207773,195.9192825,208.8770553,222.4644993,224.1386398,231.0874439,237.1300448,245.3923767,251.3172646,258.0138266,265.0186846,278.5444694,290.5063528,302.1020179,316.0724963,350.543722
Ukraine,,,,,,,,,0.00197265,0.002859431,0.004615904,0.007327199,0.020876137,0.046951044,0.139778705,0.603459859,1.265592117,1.514255509,1.680139681,3.579196979,6.799427154,8.505068866,10.1150475,12.90696005,15.7218931,16.88408235,17.73280122,18.77368309,19.5394027,19.89920681,20.06517524,20.62561536,21.19277326,21.51118728,21.61657279,24.28428255,25.68425192,26.97051155,27.23536406,28.81351398,32.14360902,34.36739074,35.71627841,37.13415707,38.37076614,39.36268951,38.89944154,39.39450526,39.79256072,39.66268944,38.54579642,39.20813995,40.67568544,41.45491313,41.0263379,42.23414082,43.71467343,44.49390112,44.96143773,47.22119803,49.63680387,50.95122795,51.53925977,52.68073331,54.44482878,54.65236942,55.58630232,58.66482186,59.97924594,60.84399862,63.40366655,67.79661017,73.46938776,79.21134556,79.79937738,83.12002767,88.41231408,91.11034244,91.97509512,94.22345209,98.33967485,98.75475614,99.79245936,103.1131097,105.9149083,109.339329,108.2324455,108.3362158,108.9934279,108.9588378,108.1978554,108.1286752,108.4745763,108.5091664,107.8865444,108.3708059,110.2732618,119.1283293,123.7288136,132.4109305,150.3631961,189.346247,189.692148,192.5977171,196.6447596,204.531304,205.0155655,216.2573504,224.0401245,232.7222414,238.0837081,246.3507437,254.9290903,259.6333449,259.3912141,270.321688,277.5164303,283.2929782,281.4251124,284.3998616,284.849533,289.1387063,288.1701833,295.2611553,305.9149083,,,
United Kingdom,58.59071574,60.88403921,61.80876641,63.1033845,63.51026447,65.6186425,66.32143518,67.17218421,67.46809691,68.87368226,68.94766044,69.3915295,69.57647494,70.50120215,70.68614759,70.9450712,71.24098391,72.16571112,72.12872203,72.42463473,72.94248197,73.94118735,74.23710006,74.60699094,75.08784908,76.04956538,76.19752173,76.82633623,76.90031441,77.60310708,77.97299797,78.37987794,78.34288885,79.19363788,79.26761605,79.71148511,79.89643055,80.67320141,80.56223414,80.93212502,80.78416867,81.52395043,81.52395043,82.04179767,81.78287405,82.96652488,82.96652488,83.15147032,83.22544849,84.03920843,84.11318661,84.52006658,84.48307749,85.18587017,85.22285926,85.62973923,85.62973923,86.3325319,86.36952099,86.92435731,87.14629184,87.99704087,88.44090993,88.88477899,88.99574625,90.14240799,90.69724431,91.28906972,91.47401517,92.43573146,92.47272055,93.36045866,93.80432772,95.54281487,96.61549843,96.80044387,96.57850934,97.46624746,97.87312743,98.35398557,98.83484372,99.94451637,100.1664509,101.054189,102.3488071,103.6804143,104.2722397,105.1229887,105.5298687,106.3066395,106.6025522,107.6752358,108.1191049,108.8218975,109.1547993,109.7836138,109.8945811,110.5973738,110.7823192,110.9302756,110.3384502,111.0042537,111.1522101,111.3371555,111.115221,111.8550028,112.2988718,113.0386536,113.5195117,114.7401517,115.3319771,116.1827261,116.3306824,117.3663769,117.9951914,118.6240059,118.4390605,119.6227113,120.1035694,120.325504,120.3994822,120.5844276,121.0282967,121.2132421,121.4721657,123.0996856,124.2463473,126.5766599
United States,58.71593853,59.31211702,60.3363211,61.3146653,61.81912403,62.1860031,62.6751752,63.14906067,63.59237289,64.11211825,64.61657697,65.07517582,65.62549443,66.12995315,66.38982583,66.84842467,67.27645026,67.70447585,68.30065434,68.62167353,69.18727877,69.7987439,70.10447646,70.44078228,71.08282066,71.78600555,72.16817125,72.68791661,73.17708871,73.46753464,73.75798058,74.04842651,74.24715267,74.644605,74.93505094,75.19492362,75.48536955,76.2191277,76.69301317,77.16689864,77.93123005,78.75670796,79.38345972,79.8114853,80.57581671,81.41658125,81.52358765,81.29428823,81.58473416,82.47135859,82.82295104,83.08282372,83.92358826,84.22932082,84.64205978,84.65734641,85.42167781,86.64460806,86.95034062,87.47008598,88.02040459,89.19747495,90.28282555,90.74142439,91.23059649,92.77454593,93.29429129,92.49938662,93.44211298,95.23370579,95.49648293,96.17566782,97.26896746,99.40435654,100.5604842,97.71610133,97.22983369,98.26076389,98.9280252,99.1270571,99.52496803,99.99778344,100.0910319,100.3862167,101.655924,103.4281028,103.8506252,103.6927143,104.5177336,105.3826511,105.6137849,105.6518486,106.275543,106.8504731,107.2543458,106.9550336,107.7691994,109.0418112,109.1668558,108.289862,107.7016325,109.0000787,109.2863973,108.7947793,108.8650978,110.1413784,110.5077989,110.7537607,111.6295316,112.2362579,112.6814045,113.0990352,114.1012265,115.2799784,115.6572524,115.5907556,115.9781187,117.3681318,117.6899153,117.940616,118.4352913,117.7956988,119.1285399,119.4024763,120.6838014,123.5075474,125.4848727,127.3894337
Uruguay,1.498758912,1.856193397,2.306593515,2.878565823,3.381494473,3.937462082,4.620820739,5.308829946,6.008284044,6.839711683,7.702899177,8.505969803,9.412259958,10.60552309,11.83054608,12.92852965,14.07642156,15.33207012,16.7850835,18.61467801,20.33991872,22.22055586,24.08644736,25.5417293,27.03784534,28.81866579,30.43274701,32.02754545,33.56222703,34.97213775,36.18354937,37.04787114,38.05057514,38.72320351,39.8313956,40.48700975,40.89761931,41.38649422,41.69161569,42.0058114,42.5888316,43.20134309,43.78209473,44.31634087,44.66796784,45.30997063,45.6207635,45.87030522,46.72101562,48.51317888,54.25263844,57.33788152,59.76183904,61.28290925,62.3763557,63.48568207,65.32888796,66.93729777,68.59334736,68.65800135,68.99374839,69.97002655,71.28885844,71.92258286,73.38528732,74.48145928,75.96471696,76.39633468,78.5064657,80.54123491,82.5383232,83.00419628,84.59022009,86.63869144,88.79335446,90.13616511,91.5372099,92.48608375,95.07579001,95.78830179,97.67234735,98.8404556,101.0533527,102.4338443,105.198253,107.2364477,109.0074505,110.929177,113.4229682,115.8345465,117.7288687,120.3973623,123.3090691,125.2581999,128.1801833,130.7150809,135.0860666,136.7131969,139.3577117,141.3548,145.4414661,148.181896,152.2000514,154.5705233,160.2329365,164.1928578,166.5701807,167.2724159,172.0099341,173.6850218,175.6992378,177.8059433,183.7012931,186.3149782,190.3262824,192.0424767,197.5815706,200.7536182,204.9670292,208.3857155,214.8257258,222.3516314,225.3558277,228.3463218,233.6867346,237.711741,242.1067055,246.3989038
"Venezuela, Rep. Bolivariana de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.58981588,59.27231081,63.16624086,67.51828033,71.65888468,75.27090124,80.06343053,85.04977535,89.64848912,98.59924236,103.550348,108.2019205,114.9149855,121.3637565,130.2792705,137.8028368,143.9873139,148.744604,154.3476346,163.5450621,177.6583561,200.5285878,225.0550612,255.5369571,280.1162893,322.7380848,367.1923179,422.6235574,502.8808035,612.1398996,831.7152674,1141.344375,1493.049071,2244.559951,3105.840895,4117.646022,,,,,,,,,,,,,,,,,,,,
Uruguay,2.306593515,2.878565823,3.381494473,3.937462082,5.308829946,6.008284044,6.839711683,7.702899177,9.412259958,10.60552309,11.83054608,12.92852965,15.33207012,16.7850835,18.61467801,20.33991872,24.08644736,25.5417293,27.03784534,28.81866579,32.02754545,33.56222703,34.97213775,36.18354937,38.05057514,38.72320351,39.8313956,40.48700975,41.38649422,41.69161569,42.0058114,42.5888316,43.78209473,44.31634087,44.66796784,45.30997063,45.87030522,46.72101562,48.51317888,54.25263844,59.76183904,61.28290925,62.3763557,63.48568207,66.93729777,68.59334736,68.65800135,68.99374839,71.28885844,71.92258286,73.38528732,74.48145928,76.39633468,78.5064657,80.54123491,82.5383232,84.59022009,86.63869144,88.79335446,90.13616511,92.48608375,95.07579001,95.78830179,97.67234735,101.0533527,102.4338443,105.198253,107.2364477,110.929177,113.4229682,115.8345465,117.7288687,123.3090691,125.2581999,128.1801833,130.7150809,136.7131969,139.3577117,141.3548,145.4414661,152.2000514,154.5705233,160.2329365,164.1928578,167.2724159,172.0099341,173.6850218,175.6992378,183.7012931,186.3149782,190.3262824,192.0424767,200.7536182,204.9670292,208.3857155,214.8257258,225.3558277,228.3463218,233.6867346,237.711741,246.3989038,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, Rep. Bolivariana de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.58981588,59.27231081,63.16624086,67.51828033,75.27090124,80.06343053,85.04977535,89.64848912,103.550348,108.2019205,114.9149855,121.3637565,137.8028368,143.9873139,148.744604,154.3476346,177.6583561,200.5285878,225.0550612,255.5369571,322.7380848,367.1923179,422.6235574,502.8808035,831.7152674,1141.344375,1493.049071,2244.559951,4117.646022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,,,,,,,,,,,,,,,,38.73019376,40.76580561,41.04704145,42.31929886,42.73445653,42.61392689,43.80583119,43.52459534,43.69869372,45.65395247,46.87264114,47.35475973,48.13150636,49.26984193,48.66719368,48.10472199,48.85468425,47.56903466,47.87705488,48.18507509,47.71634868,47.98419234,49.41436397,49.62186114,49.72100564,51.34573203,51.42448993,51.13342186,51.38927473,55.08221384,56.09702103,56.50892306,58.37292122,60.33801484,61.30825784,63.22481455,63.92721053,65.45098114,67.4134915,68.67129235,70.26169667,78.47094942,85.4879617,89.76183542,89.50046639,90.78711522,92.06369829,93.62942841,97.44429555,99.82850185,103.7787113,109.9140233,118.1194995,124.3538983,127.4244613,128.2438547,129.2056905,136.2282132,136.6447731,138.2784012,140.875532,143.0904946,144.204803,144.4774297,143.8516246,144.9282312,144.9264004,145.6553397,147.6591319,151.3729599,152.8811049,152.5912197,153.5496322,157.1957999,158.3202878,159.9016806,160.8607966,162.5220489,163.4598049,166.7496016,170.3148298,168.6611981,169.0363716,170.8126215,171.5848829,172.234562,,,,,,,,,,,,,,,,,,,,,,,,,,,
